PLAYERID,LASTNAME,FIRSTNAME,TEAM,UNIFORM,HEIGHT,HANDSIZE,ARMLENGTH,WEIGHT,BIRTHMONTH,BIRTHDAY,BIRTHYEAR,BIRTHCITY,CITYID,COLLEGE,COLLEGEID,YEARENTRY,ROUNDDRAFTED,SELECTIONDRAFTED,SUPPLEMENTAL,ORIGINALTEAM,EXPERIENCE,YEARSIGNED,PLAYPERCENTAGE,HALLOFFAMEPOINTS,SALARYYEARS,SALARYYEAR1,BONUSYEAR1,SALARYYEAR2,BONUSYEAR2,SALARYYEAR3,BONUSYEAR3,SALARYYEAR4,BONUSYEAR4,SALARYYEAR5,BONUSYEAR5,OVERALLRATING,TOUCH,QUALITY,ARM_STRENGTH,SCRAMBLE,DECISIONS,ACCURACY,TIMING,SENSE_RUSH,READ_DEFENSE,TWO_MINUTE,FOOTWORK,IMPROVISATION,CONFIDENCE,SKILL_SPEED,HOLE_RECOGNITION,SECURE_HANDLING,BASE_YEAR
0,Ridder,Desmond,0,-1,753,100,326,211,8,31,1976,Louisville_KY,6582,Cincinnati,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999
0,Tune,Clayton,0,-1,744,93,313,220,3,23,1975,Plano_TX,18357,Houston,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999
0,Woodside,Logan,0,-1,732,96,310,201,1,27,1974,Frankfort_KY,6474,Toledo,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999
0,Young,Bryce,0,-1,701,96,304,204,7,25,1977,Philadelphia_PA,16242,Alabama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1999
0,Browning,Jake,0,-1,740,90,324,210,4,11,1973,Folsom_CA,1407,Washington,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000
0,Burrow,Joe,0,-1,755,90,307,221,12,10,1976,Ames_IA,3603,Louisiana State,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000
0,Clifford,Sean,0,-1,737,95,315,218,7,14,1975,Barrington_IL,4440,Penn State,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000
0,DiNucci,Ben,0,-1,75,0,0,210,11,24,1975,Atlanta_GA,3023,James Madison,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000
0,Grier,Will,0,-1,744,93,314,217,4,3,1976,Davidson_NC,10878,West Virginia,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000
0,Lance,Trey,0,-1,757,91,314,224,5,9,1979,Marshall_MN,9324,North Dakota State,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000
0,Love,Jordan,0,-1,756,104,325,224,11,2,1977,Bakersfield_CA,1188,Utah State,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000
0,McGough,Alex,0,-1,753,91,312,214,11,19,1973,Tampa_FL,2957,Florida International,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000
0,Prescott,Dak,0,-1,742,107,322,226,7,29,1977,Sulphur_LA,7140,Mississippi State,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000
0,Rush,Cooper,0,-1,745,91,323,229,11,21,1976,Charlotte_MI,8362,Central Michigan,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000
0,Stidham,Jarrett,0,-1,743,91,320,215,8,8,1977,Corbin_KY,6404,Auburn,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000
0,Wilson,Russell,0,-1,705,102,310,205,11,29,1976,Cincinnati_OH,14086,Wisconsin,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000
0,Beathard,C.J.,0,-1,741,93,305,219,11,16,1977,Nashville_TN,17445,Iowa,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001
0,Cousins,Kirk,0,-1,745,97,316,211,8,19,1977,Barrington_IL,4440,Michigan State,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001
0,Ehlinger,Sam,0,-1,731,96,303,222,9,30,1978,Austin_TX,17657,Texas,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001
0,Hall,Jaren,0,-1,721,94,296,207,3,24,1976,Spanish Fork_UT,18807,Brigham Young,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001
0,Lawrence,Trevor,0,-1,775,100,314,213,10,6,1979,Knoxville_TN,17373,Clemson,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001
0,Minshew,Gardner,0,-1,727,101,316,225,5,16,1978,Flowood_MS,10330,Washington State,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001
0,Mullens,Nick,0,-1,727,91,302,199,3,21,1978,Little Rock_AR,750,Southern Mississippi,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001
0,Richardson,Anthony,0,-1,762,104,326,244,5,22,1980,MIami_FL,2830,Florida,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001
0,Rourke,Nathan,0,-1,712,86,305,203,5,24,1976,Victoria_BC,30291,Ohio,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001
0,Tagovailoa,Tua,0,-1,720,100,304,217,3,2,1979,Ewa Beach_HI,3518,Alabama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001
0,Thompson,Skylar,0,-1,737,85,310,217,6,4,1976,Palmyra_MO,10036,Kansas State,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001
0,White,Mike,0,-1,765,94,317,224,3,25,1975,Pembroke Pines_FL,2895,Western Kentucky,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001
0,Boyle,Tim,0,-1,754,95,330,230,10,3,1978,Hartford_CT,2412,Eastern Kentucky,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2002
0,Carr,Derek,0,-1,743,91,314,214,3,28,1979,Bakersfield_CA,1188,Fresno State,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2002
0,Duggan,Max,0,-1,734,97,303,207,3,12,1980,Council Bluffs_IA,3705,Texas Christian,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2002
0,Garoppolo,Jimmy,0,-1,742,92,310,225,11,2,1979,Arlington Heights_IL,4416,Eastern Illinois,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2002
0,Haener,Jake,0,-1,715,93,296,207,3,10,1978,Danville_CA,1342,Fresno State,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2002
0,Herbert,Justin,0,-1,782,100,327,236,3,10,1980,Eugene_OR,15231,Oregon,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2002
0,Hoyer,Brian,0,-1,740,94,320,215,10,13,1978,North Olmsted_OH,14460,Michigan State,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2002
0,O'Connell,Aidan,0,-1,753,96,322,210,9,1,1977,Long Grove_IL,4501,Purdue,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2002
0,Rodgers,Aaron,0,-1,740,101,322,224,12,2,1980,Chico_CA,1289,California,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2002
0,Stick,Easton,0,-1,732,92,321,224,9,15,1977,Omaha_NE,11705,North Dakota State,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2002
0,Wilson,Zach,0,-1,741,94,305,214,8,3,1980,Draper_UT,18686,Brigham Young,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2002
0,Winston,Jameis,0,-1,756,93,320,231,1,6,1981,Bessemer_AL,132,Florida State,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2002
0,Keenum,Case,0,-1,725,91,307,209,2,17,1978,Brownwood_TX,17739,Houston,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2003
0,Levis,Will,0,-1,757,105,320,229,6,27,1979,Newton_MA,7407,Kentucky,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2003
0,Lock,Drew,0,-1,756,90,324,228,11,10,1980,Columbia_MO,9715,Missouri,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2003
0,Mayfield,Baker,0,-1,725,92,302,215,4,14,1980,Austin_TX,17657,Oklahoma,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2003
0,Mills,Davis,0,-1,756,94,313,225,10,21,1980,Atlanta_GA,3023,Stanford,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2003
0,Smith,Geno,0,-1,743,92,324,218,10,10,1980,Miami_FL,2830,West Virginia,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2003
0,Stroud,C.J.,0,-1,750,100,325,214,10,3,1981,Rancho Cucamonga_CA,1807,Ohio State,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2003
0,Tannehill,Ryan,0,-1,757,90,325,221,7,27,1979,Lubbock_TX,18196,Texas A&M,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2003
0,Trask,Kyle,0,-1,772,101,330,236,3,6,1979,Manvel_TX,18210,Florida,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2003
0,Willis,Malik,0,-1,724,94,316,219,5,25,1980,Riverdale_GA,3385,Liberty,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2003
0,Wolford,John,0,-1,714,95,291,200,10,16,1978,Dallas_TX,17861,Wake Forest,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2003
