PLAYERID,LASTNAME,FIRSTNAME,TEAM,POSITION_KEY,UNIFORM,HEIGHT,HANDSIZE,ARMLENGTH,WEIGHT,BIRTHMONTH,BIRTHDAY,BIRTHYEAR,BIRTHCITY,CITYID,COLLEGE,COLLEGEID,YEARENTRY,ROUNDDRAFTED,SELECTIONDRAFTED,SUPPLEMENTAL,ORIGINALTEAM,EXPERIENCE,YEARSIGNED,PLAYPERCENTAGE,HALLOFFAMEPOINTS,SALARYYEARS,SALARYYEAR1,BONUSYEAR1,SALARYYEAR2,BONUSYEAR2,SALARYYEAR3,BONUSYEAR3,SALARYYEAR4,BONUSYEAR4,SALARYYEAR5,BONUSYEAR5,OVERALLRATING,SKILL_SPEED,SKILL_POWER,HOLE_RECOGNITION,ELUSIVENESS,BLITZ_PICKUP,CATCH_HANDS,ADJUST_TO_BALL,ROUTE_RUNNING,CATCH_IN_TRAFFIC,DEFEAT_BLOCKERS,SECURE_HANDLING,RUN_BLOCK_TECHNIQUE,PASS_BLOCK_TECHNIQUE,BLOCKING_STRENGTH,SCHEME_ACQUISITION,PUNT_DISTANCE,PUNT_HANG_TIME,PUNT_DIRECTIONAL,KICKOFF_HANG_TIME,FIELD_GOAL_ACCURACY,FIELD_GOAL_DISTANCE,RUN_DEFENSE,PASS_RUSH_TECHNIQUE,PASS_RUSH_STRENGTH,PASS_DEFENSE_MAN,PASS_DEFENSE_PHYSICAL,PASS_DEFENSE_ZONE,PASS_DEFENSE_HANDS,DEFENSIVE_DIAGNOSIS,SPECIAL_TEAMS,PUNT_RETURNS,KICK_RETURNS,LONG_SNAPPING,KICK_HOLDING,ENDURANCE,BASE_YEAR
1447,McKinney,Xavier,3,27,29,72,0,0,201,8,8,1973,Roswell_GA,3395,Alabama,1,1995,2,36,0,3,3,1995,49,0,1,56,18,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1448,McKivitz,Colton,11,11,68,78,0,0,301,8,9,1971,Jacobsburg_OH,14265,West Virginia,64,1995,5,153,0,11,3,1995,6,0,2,46,3,76,3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1449,Moa,David,0,15,-1,75,0,0,296,6,14,1971,San Diego_CA,1861,Boise State,73,1995,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1450,Molchon,John,0,8,-1,77,0,0,309,2,2,1972,Las Vegas_NV,12710,Boise State,73,1995,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1451,Mooney,Darnell,7,6,11,71,0,0,175,10,29,1972,Gadsden_AL,258,Tulane,125,1995,5,173,0,7,3,1995,61,0,1,85,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1452,Murchison,Larrell,10,18,52,75,0,0,291,4,24,1972,Elizabethtown_NC,10897,North Carolina State,35,1995,0,0,0,0,3,1997,9,0,1,33,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1453,Niang,Lucas,12,11,77,78,0,0,315,8,19,1973,New York_NY,13493,Texas Christian,54,1995,3,96,0,12,2,1995,1,0,2,30,4,36,4,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1454,Ojemudia,Michael,0,24,-1,73,0,0,200,9,12,1972,Detroit_MI,8418,Iowa,18,1995,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1455,Okwara,Julian,9,23,99,76,0,0,252,12,27,1972,London_England,35570,Notre Dame,37,1995,3,67,0,9,3,1995,19,0,1,42,5,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1456,Okwuegbunam,Albert,4,4,85,77,0,0,255,4,25,1973,Springfield_IL,5217,Missouri,32,1995,0,0,0,0,3,1998,16,0,1,33,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1457,Onwenu,Michael,2,10,71,75,0,0,350,12,10,1972,Detroit_MI,8418,Michigan,27,1995,6,182,0,2,3,1995,99,400,1,85,1,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1458,Patmon,Dezmon,0,5,-1,76,0,0,225,8,6,1973,San Diego_CA,1861,Washington State,63,1995,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1459,Patrick,Aaron,0,23,-1,76,0,0,245,12,21,1971,Dayton_OH,14128,Eastern Kentucky,161,1995,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1460,Peart,Matt,3,7,74,79,0,0,318,6,11,1972,Kingston_Jamaica,40170,Connecticut,83,1995,3,99,0,3,3,1995,10,0,1,35,4,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1461,Peoples-Jones,Donovan,8,5,11,74,0,0,212,2,19,1974,Detroit_MI,8418,Michigan,27,1995,6,187,0,8,3,1995,90,0,1,78,1,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1462,Phillips,Jacob,8,23,50,75,0,0,229,4,1,1974,Nashville_TN,17445,Louisiana State,23,1995,3,97,0,8,3,1995,29,0,1,36,4,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1463,Phillips,Tyre,4,10,79,77,0,0,345,1,29,1972,Grenada_MS,10346,Mississippi State,31,1995,3,106,0,1,3,1998,32,0,1,33,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1464,Pierre,James,5,25,42,74,0,0,185,9,16,1971,Deerfield Beach_FL,2681,Florida Atlantic,86,1995,0,0,0,5,3,1995,24,0,1,42,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1465,Pinkney,Jared,0,4,-1,76,0,0,257,8,21,1972,Atlanta_GA,3023,Vanderbilt,58,1995,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1466,Potoa'e,Benning,6,18,79,75,0,0,290,9,17,1971,DuPont_WA,19677,Washington,62,1995,0,0,0,0,1,1997,3,0,1,22,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1467,Proche,James,0,5,-1,72,0,0,193,9,21,1971,Dallas_TX,17861,Southern Methodist,117,1995,6,201,0,1,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1468,Queen,Patrick,1,19,6,73,0,0,227,8,13,1974,Ventress_LA,7153,Louisiana State,23,1995,1,28,0,1,3,1995,94,0,1,68,31,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1469,Reagor,Jalen,2,5,83,71,0,0,195,1,1,1974,Waxahachie_TX,18612,Texas Christian,54,1995,1,21,0,4,3,1998,7,0,1,71,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1470,Riley,Elijah,5,24,37,72,0,0,205,6,12,1973,Port Jefferson_NY,13605,Army,71,1995,0,0,0,4,2,1997,2,0,1,30,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1471,Robinson,James,0,2,-1,69,0,0,219,8,9,1973,Rockford_IL,5142,Illinois State,176,1995,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1472,Roy,Bravvion,1,16,93,73,0,0,330,10,18,1971,Houston_TX,18061,Baylor,6,1995,0,0,0,0,3,1998,26,0,1,33,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1473,Rozeboom,Christian,10,22,56,74,0,0,230,1,30,1972,Sioux Center_IA,4109,South Dakota State,227,1995,0,0,0,10,2,1995,1,0,1,28,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1474,Scott,Delontae,0,19,-1,77,0,0,246,1,21,1972,Irving_TX,18084,Southern Methodist,117,1995,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1475,Scott,Josiah,5,25,33,70,0,0,171,4,5,1974,Hamilton_OH,14226,Michigan State,28,1995,0,0,0,0,3,1998,35,0,1,33,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1476,Simmons,Isaiah,3,23,19,76,0,0,238,7,26,1973,Omaha_NE,11705,Clemson,9,1995,0,0,0,0,3,1998,81,0,1,33,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1477,Simpson,John,1,8,76,76,0,0,330,8,19,1972,Charleston_SC,16688,Clemson,9,1995,0,0,0,0,3,1998,16,0,1,33,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1478,Siposs,Arryn,4,12,10,74,0,0,212,11,25,1967,Melbourne_Australia,40102,Auburn,5,1995,0,0,0,9,2,1996,54,0,1,29,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1479,Smith-Williams,James,6,18,96,76,0,0,265,7,29,1972,Raleigh_NC,11173,North Carolina State,35,1995,7,229,0,6,3,1995,48,0,1,33,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1480,Sneed,L'Jarius,12,25,38,73,0,0,193,1,21,1972,Minden_LA,7036,Louisiana Tech,97,1995,4,138,0,12,3,1995,96,0,1,78,3,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1481,Stenberg,Logan,0,7,-1,78,0,0,317,3,18,1972,Madison_AL,352,Kentucky,22,1995,4,121,0,9,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1482,Stone,Geno,1,26,26,70,0,0,210,4,19,1974,New Castle_PA,16149,Iowa,18,1995,7,219,0,1,3,1995,41,0,1,33,3,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1483,Swain,Freddie,0,6,-1,72,0,0,199,8,4,1973,Ocala_FL,2862,Florida,12,1995,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1484,Swift,D'Andre,4,2,0,69,0,0,215,1,14,1974,Philadelphia_PA,16242,Georgia,14,1995,2,35,0,9,3,1998,34,0,1,57,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1485,Taylor,J.J.,0,2,-1,66,0,0,185,1,4,1973,Bridgeport_CT,2355,Arizona,2,1995,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1486,Thomas,Andrew,3,7,78,77,0,0,315,1,22,1974,Lithonia_GA,3263,Georgia,14,1995,1,4,0,3,3,1995,92,500,5,33,161,347,58,316,58,310,58,363,58,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1487,Togiai,Noah,0,4,-1,76,0,0,244,7,6,1972,Salt Lake City_UT,18799,Oregon State,42,1995,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1488,Toohill,Casey,6,14,95,77,0,0,250,8,22,1971,San Diego_CA,1861,Stanford,49,1995,7,233,0,4,3,1995,33,0,1,33,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1489,Townsend,Tommy,12,12,5,73,0,0,191,11,12,1971,Orlando_FL,2874,Florida,12,1995,0,0,0,12,3,1995,64,0,1,76,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1490,Uche,Josh,2,23,55,74,0,0,250,9,18,1973,Miami_FL,2830,Michigan,27,1995,2,60,0,2,3,1995,32,0,1,44,7,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1491,Waitman,Corliss,2,12,39,74,0,0,210,7,21,1970,Ghent_Belgium,40127,South Alabama,115,1995,0,0,0,5,2,1998,100,0,1,29,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1492,Walker,Mykal,0,23,-1,75,0,0,230,8,28,1972,Fresno_CA,1424,Fresno State,88,1995,0,0,0,0,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1493,Wanogho,Prince Tega,12,7,76,77,0,0,309,11,22,1972,Delta State_Nigeria,40175,Auburn,5,1995,6,210,0,4,2,1996,5,0,1,44,8,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1494,Ward,Jonathan,0,2,-1,72,0,0,202,9,30,1972,Kankakee_IL,4844,Central Michigan,78,1995,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1495,Washington,Broderick,1,14,96,75,0,0,305,12,4,1971,Longview_TX,18187,Texas Tech,55,1995,5,170,0,1,3,1995,44,0,4,33,16,84,36,85,36,118,36,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1496,Washington,Scotty,0,5,-1,77,0,0,247,7,26,1972,Washington_DC,2553,Wake Forest,61,1995,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1497,Watkins,Quez,4,6,16,74,0,0,190,6,9,1973,Athens_AL,117,Southern Mississippi,118,1995,6,200,0,4,3,1995,58,0,1,78,1,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1498,Wharton,Tershawn,12,17,98,76,0,0,285,6,25,1973,Saint Louis_MO,10112,Missouri Science and Tech,345,1995,0,0,0,12,3,1995,13,0,1,40,9,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1499,Whittaker,Jace,0,25,-1,71,0,0,185,7,16,1970,Oceanside_CA,1719,Arizona,2,1995,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1500,Williams,Ty'Son,0,2,-1,72,0,0,220,9,4,1971,Macon_GA,3277,Brigham Young,75,1995,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1501,Wills,Jedrick,8,7,71,76,0,0,312,5,17,1974,Lexington_KY,6573,Alabama,1,1995,1,10,0,8,3,1995,98,200,2,92,58,273,0,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1502,Woerner,Charlie,11,4,89,77,0,0,245,10,16,1972,Tiger_GA,3454,Georgia,14,1995,6,190,0,11,3,1995,18,0,1,33,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1503,Young,Chase,6,18,99,77,0,0,264,4,14,1974,Upper Marlboro_MD,7884,Ohio State,38,1995,1,2,0,6,3,1995,11,0,1,138,110,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1504,Zylstra,Shane,9,4,85,76,0,0,239,11,16,1971,Spicer_MN,9493,Minnesota State - Mankato,341,1995,0,0,0,0,2,1996,20,0,1,28,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1505,Anderson,Jack,0,8,-1,77,0,0,315,10,12,1973,Plano_TX,18357,Texas Tech,55,1996,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1506,Atwell,Tutu,10,5,5,69,0,0,165,10,7,1974,Miami_FL,2830,Louisville,24,1996,2,57,0,10,2,1996,30,0,2,36,8,48,8,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1507,Awosika,Kayode,9,8,74,75,0,0,312,10,27,1973,Wayzata_MN,9548,Buffalo,76,1996,0,0,0,4,1,1997,14,0,1,22,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1508,Banks,Aaron,11,8,65,77,0,0,325,9,3,1972,Alameda_CA,1145,Notre Dame,37,1996,2,48,0,11,2,1996,88,0,2,39,12,53,12,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1509,Barmore,Christian,2,18,90,77,0,0,310,7,28,1974,Philadelphia_PA,16242,Alabama,1,1996,2,38,0,2,2,1996,29,0,2,42,17,57,17,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
1510,Barnes,Derrick,9,21,55,72,0,0,238,5,29,1974,Covington_KY,6408,Purdue,45,1996,4,113,0,9,2,1996,30,0,2,28,4,34,4,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1998
