PLAYERID,LASTNAME,FIRSTNAME,TEAM,UNIFORM,HEIGHT,HANDSIZE,ARMLENGTH,WEIGHT,BIRTHMONTH,BIRTHDAY,BIRTHYEAR,BIRTHCITY,CITYID,COLLEGE,COLLEGEID,YEARENTRY,ROUNDDRAFTED,SELECTIONDRAFTED,SUPPLEMENTAL,ORIGINALTEAM,EXPERIENCE,YEARSIGNED,PLAYPERCENTAGE,HALLOFFAMEPOINTS,SALARYYEARS,SALARYYEAR1,BONUSYEAR1,SALARYYEAR2,BONUSYEAR2,SALARYYEAR3,BONUSYEAR3,SALARYYEAR4,BONUSYEAR4,SALARYYEAR5,BONUSYEAR5,OVERALLRATING,TOUCH,QUALITY,ARM_STRENGTH,SCRAMBLE,DECISIONS,ACCURACY,TIMING,SENSE_RUSH,READ_DEFENSE,TWO_MINUTE,FOOTWORK,IMPROVISATION,CONFIDENCE,SKILL_SPEED,HOLE_RECOGNITION,SECURE_HANDLING
592,Mond,Kellen,0,-1,745,93,334,211,6,22,1999,San Antonio_TX,18456,Texas A&M,53,2021,3,66,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
593,Rourke,Nathan,13,18,712,86,305,203,5,24,1998,Victoria_BC,30291,Ohio,110,2021,0,0,0,0,0,2023,0,0,3,75,0,92,0,103,0,0,0,0,0,1,-1,-1,-1,220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
594,Trask,Kyle,28,2,772,101,330,236,3,6,1998,Manvel_TX,18210,Florida,12,2021,2,64,0,28,1,2021,1,0,2,116,35,141,35,0,0,0,0,0,0,1,-1,-1,-1,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
595,Wilson,Zach,20,2,741,94,305,214,8,3,1999,Draper_UT,18686,Brigham Young,75,2021,1,2,0,20,2,2021,45,0,2,386,573,545,573,0,0,0,0,0,0,1,-1,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
596,Brown,Anthony,0,-1,733,97,324,217,7,27,1998,Matawan_NJ,12270,Oregon,41,2022,0,0,0,3,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
597,Cheek,Davis,0,-1,75,0,0,217,2,26,1999,Matthews_NC,11076,Elon,163,2022,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
598,Coan,Jack,0,-1,752,94,311,218,12,8,1998,Sayville_NY,13706,Notre Dame,37,2022,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
599,Corral,Matt,17,19,735,95,306,212,1,31,1999,Ventura_CA,2018,Mississippi,30,2022,3,94,0,5,1,2023,0,0,3,94,0,117,0,140,0,0,0,0,0,1,-1,-1,-1,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
600,Crum,Dustin,0,-1,730,93,316,210,1,5,1999,Grafton_OH,14211,Kent State,94,2022,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601,Garbers,Chase,0,-1,74,0,0,215,6,6,1999,Newport Beach_CA,1693,California,8,2022,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602,Guarantano,Jarrett,0,-1,76,0,0,220,11,14,1997,Lodi_NJ,12247,Washington State,63,2022,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
603,Howell,Sam,30,14,725,91,306,218,9,16,2000,Waynesville_NC,11309,North Carolina,34,2022,5,144,0,30,1,2022,5,0,3,87,9,99,9,110,9,0,0,0,0,1,-1,-1,-1,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
604,Kelley,Cole,0,-1,793,97,336,249,10,27,1997,Lafayette_LA,6996,Southeastern Louisiana,229,2022,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
605,King,D'Eriq,0,-1,69,92,287,196,8,24,1997,Manvel_TX,18210,Miami (FL),26,2022,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
606,Oladokun,Chris,14,13,74,0,0,195,9,3,1997,Tampa_FL,2957,South Dakota State,227,2022,7,241,0,23,0,2022,0,0,1,75,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
607,Perry,E.J.,0,-1,735,90,320,211,8,16,1998,Andover_MA,7183,Brown,139,2022,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
608,Peters,Brandon,0,-1,76,0,0,228,10,15,1997,Avon_IN,5385,Illinois,16,2022,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
609,Pickett,Kenny,23,8,752,84,307,217,6,6,1998,Oakhurst_NJ,12335,Pittsburgh,44,2022,1,20,0,23,1,2022,69,0,3,134,185,198,185,262,185,0,0,0,0,2,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
610,Plitt,Drew,0,-1,74,0,0,206,1,9,1998,Loveland_OH,14325,Ball State,72,2022,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
611,Purdy,Brock,26,13,725,92,290,212,12,27,1999,Queen Creek_AZ,1067,Iowa State,19,2022,7,262,0,26,1,2022,34,100,3,87,2,99,2,110,2,0,0,0,0,4,-1,-1,-1,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
612,Ridder,Desmond,2,9,753,100,326,211,8,31,1999,Louisville_KY,6582,Cincinnati,80,2022,3,74,0,2,1,2022,26,0,3,95,27,119,27,144,27,0,0,0,0,2,-1,-1,-1,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
613,Thompson,Skylar,15,19,737,85,310,217,6,4,1997,Palmyra_MO,10036,Kansas State,21,2022,7,247,0,15,1,2022,20,0,3,87,2,99,2,110,2,0,0,0,0,0,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
614,Willis,Malik,29,7,724,94,316,219,5,25,1999,Riverdale_GA,3385,Liberty,187,2022,3,86,0,29,1,2022,20,0,3,94,23,117,23,141,23,0,0,0,0,1,-1,-1,-1,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
615,Zappe,Bailey,17,4,724,96,313,215,4,26,1999,Victoria_TX,18598,Western Kentucky,128,2022,4,137,0,17,1,2022,19,0,3,87,16,99,16,110,16,0,0,0,0,1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
616,Ahlers,Holton,0,-1,746,96,322,237,11,10,1999,Greenville_NC,10958,East Carolina,84,2023,0,0,0,25,0,2023,0,0,3,75,0,92,0,103,0,0,0,0,0,1,-1,-1,-1,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
617,Bagent,Tyson,6,17,751,94,301,213,6,8,2000,Martinsburg_WV,20788,Shepherd,376,2023,0,0,0,6,0,2023,0,0,3,75,1,92,1,103,1,0,0,0,0,1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
618,Bennett,Stetson,27,13,713,100,287,192,10,28,1997,Atlanta_GA,3023,Georgia,14,2023,4,128,0,27,0,2023,0,0,4,75,17,92,17,103,17,115,17,0,0,1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
619,Blackman,James,0,-1,772,94,330,189,11,14,1998,Belle Glade_FL,2620,Arkansas State,70,2023,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
620,Bonner,Logan,0,-1,721,0,0,236,9,24,1997,Dallas_TX,17861,Utah State,127,2023,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
621,Centeio,Todd,0,-1,717,87,315,221,9,7,1998,Pembroke Pines_FL,2895,James Madison,182,2023,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
622,Clifford,Sean,11,8,737,95,315,218,7,14,1998,Barrington_IL,4440,Penn State,43,2023,5,149,0,11,0,2023,0,0,4,75,8,92,8,103,8,115,8,0,0,1,-1,-1,-1,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
623,Cunningham,Malik,17,16,717,94,313,192,10,6,1998,Montgomery_AL,374,Louisville,24,2023,0,0,0,17,0,2023,0,0,3,75,1,92,1,103,1,0,0,0,0,0,-1,-1,-1,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
624,DeMorat,TIm,0,-1,754,94,314,219,10,18,1999,Merritt Island_FL,2828,Fordham,165,2023,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
625,DeVito,Tommy,19,5,725,0,0,206,8,7,1998,Livingston_NJ,12246,Illinois,16,2023,0,0,0,19,0,2023,0,0,3,75,0,92,0,103,0,0,0,0,0,0,-1,-1,-1,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
626,Duggan,Max,24,8,734,97,303,207,3,12,2001,Council Bluffs_IA,3705,Texas Christian,54,2023,7,239,0,24,0,2023,0,0,4,75,2,92,2,103,2,115,2,0,0,0,-1,-1,-1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
627,Haener,Jake,18,14,715,93,296,207,3,10,1999,Danville_CA,1342,Fresno State,88,2023,4,127,0,18,0,2023,0,0,4,75,18,92,18,103,18,115,18,0,0,1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
628,Hall,Jaren,16,16,721,94,296,207,3,24,1998,Spanish Fork_UT,18807,Brigham Young,75,2023,5,164,0,16,0,2023,0,0,4,75,7,92,7,103,7,115,7,0,0,1,-1,-1,-1,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
629,Henderson,Nolan,0,-1,730,0,0,195,6,26,1998,Smyrna_DE,2593,Delaware,155,2023,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
630,Hooker,Hendon,10,12,752,104,330,217,1,13,1998,Greensboro_NC,10957,Tennessee,51,2023,3,68,0,10,0,2023,0,0,4,75,29,101,29,127,29,153,29,0,0,1,-1,-1,-1,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
631,Levis,Will,29,8,757,105,320,229,6,27,1999,Newton_MA,7407,Kentucky,22,2023,2,33,0,29,0,2023,0,0,4,75,98,118,98,162,98,205,98,0,0,2,-1,-1,-1,193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
632,Martinez,Adrian,0,-1,736,95,311,221,12,7,1999,Fresno_CA,1424,Kansas State,21,2023,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
633,McKee,Tanner,22,19,782,93,327,231,4,27,2000,Irvine_CA,1509,Stanford,49,2023,6,188,0,22,0,2023,0,0,4,75,5,92,5,103,5,115,5,0,0,1,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
634,Morgan,Tanner,0,-1,723,94,297,204,4,17,1999,Hazard_KY,6517,Minnesota,29,2023,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
635,O'Connell,Aidan,21,4,753,96,322,210,9,1,1998,Long Grove_IL,4501,Purdue,45,2023,4,135,0,21,0,2023,0,0,4,75,13,92,13,103,13,115,13,0,0,2,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
636,Richardson,Anthony,12,5,762,104,326,244,5,22,2002,MIami_FL,2830,Florida,12,2023,1,4,0,12,0,2023,0,0,4,75,543,230,543,384,543,539,543,0,0,4,-1,-1,-1,186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
637,Stroud,C.J.,32,7,750,100,325,214,10,3,2001,Rancho Cucamonga_CA,1807,Ohio State,38,2023,1,2,0,32,0,2023,0,0,4,75,585,240,585,405,585,570,585,0,0,7,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638,Thompson-Robinson,Dorian,31,17,735,97,305,203,11,14,1999,Columbia_SC,16700,UCLA,56,2023,5,140,0,31,0,2023,0,0,4,75,9,92,9,103,9,115,9,0,0,1,-1,-1,-1,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
639,Tune,Clayton,1,15,744,93,313,220,3,23,1999,Plano_TX,18357,Houston,92,2023,5,139,0,1,0,2023,0,0,4,75,9,92,9,103,9,115,9,0,0,1,-1,-1,-1,106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
640,Winn,Dresser,0,-1,75,0,0,215,11,11,1998,Dresden_TN,17272,Tennessee - Martin,237,2023,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
641,Young,Bryce,5,9,701,96,304,204,7,25,2001,Philadelphia_PA,16242,Alabama,1,2023,1,1,0,5,0,2023,0,0,4,75,615,248,615,420,615,593,615,0,0,6,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
