PLAYERID,LASTNAME,FIRSTNAME,TEAM,UNIFORM,HEIGHT,HANDSIZE,ARMLENGTH,WEIGHT,BIRTHMONTH,BIRTHDAY,BIRTHYEAR,BIRTHCITY,CITYID,COLLEGE,COLLEGEID,YEARENTRY,ROUNDDRAFTED,SELECTIONDRAFTED,SUPPLEMENTAL,ORIGINALTEAM,EXPERIENCE,YEARSIGNED,PLAYPERCENTAGE,HALLOFFAMEPOINTS,SALARYYEARS,SALARYYEAR1,BONUSYEAR1,SALARYYEAR2,BONUSYEAR2,SALARYYEAR3,BONUSYEAR3,SALARYYEAR4,BONUSYEAR4,SALARYYEAR5,BONUSYEAR5,OVERALLRATING,TOUCH,QUALITY,ARM_STRENGTH,SCRAMBLE,DECISIONS,ACCURACY,TIMING,SENSE_RUSH,READ_DEFENSE,TWO_MINUTE,FOOTWORK,IMPROVISATION,CONFIDENCE,SKILL_SPEED,HOLE_RECOGNITION,SECURE_HANDLING
634,Morgan,Tanner,0,-1,723,94,297,204,4,17,1999,Hazard_KY,6517,Minnesota,29,2023,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
635,O'Connell,Aidan,21,12,753,96,322,210,9,1,1998,Long Grove_IL,4501,Purdue,45,2023,4,135,0,21,1,2023,62,0,3,92,13,103,13,115,13,0,0,0,0,1,110,121,68,7,98,109,95,94,104,82,91,103,95,91,92,137
636,Richardson,Anthony,12,5,762,104,326,244,5,22,2002,MIami_FL,2830,Florida,12,2023,1,4,0,12,1,2023,15,0,3,230,543,384,543,539,543,0,0,0,0,3,105,114,186,186,105,111,128,166,114,116,55,91,191,191,196,91
637,Stroud,C.J.,32,7,750,100,325,214,10,3,2001,Rancho Cucamonga_CA,1807,Ohio State,38,2023,1,2,0,32,1,2023,86,200,3,240,585,405,585,570,585,0,0,0,0,7,132,156,128,18,154,149,115,122,142,117,132,146,126,114,123,124
638,Thompson-Robinson,Dorian,31,17,735,97,305,203,11,14,1999,Columbia_SC,16700,UCLA,56,2023,5,140,0,31,1,2023,17,0,3,92,9,103,9,115,9,0,0,0,0,0,96,89,114,150,70,86,96,126,55,97,79,84,123,167,154,96
639,Tune,Clayton,1,15,744,93,313,220,3,23,1999,Plano_TX,18357,Houston,92,2023,5,139,0,1,1,2023,5,0,3,92,9,103,9,115,9,0,0,0,0,1,100,113,66,106,95,90,110,109,95,125,88,90,87,144,142,122
640,Winn,Dresser,0,-1,75,0,0,215,11,11,1998,Dresden_TN,17272,Tennessee - Martin,237,2023,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,69,87,40,77,71,77,67,73,76,82,66,65,73,105,77,113
641,Young,Bryce,5,9,701,96,304,204,7,25,2001,Philadelphia_PA,16242,Alabama,1,2023,1,1,0,5,1,2023,93,0,3,248,615,420,615,593,615,0,0,0,0,1,113,130,94,45,125,118,99,132,124,106,104,103,103,161,120,101
642,Flacco,Joe,12,15,783,95,331,243,1,16,1985,Audubon_NJ,12033,Delaware,155,2008,1,18,0,3,17,2024,28,1000,1,350,150,0,0,0,0,0,0,0,0,1,113,127,120,34,109,121,106,72,112,130,100,96,109,70,92,107
643,Williams,Caleb,6,18,731,96,320,214,11,18,2001,Washington_DC,2553,Southern California,48,2024,1,1,0,6,0,2024,0,0,4,80,638,259,638,438,638,618,638,0,0,5,112,120,164,154,128,119,100,156,128,118,127,106,165,151,143,112
644,Daniels,Jayden,30,5,755,93,324,210,12,18,2000,San Bernardino_CA,1857,Louisiana State,23,2024,1,2,0,30,0,2024,0,0,4,80,607,251,607,423,607,594,607,0,0,4,105,103,119,250,102,105,96,162,108,143,118,102,118,183,171,139
645,Maye,Drake,17,10,763,91,322,223,8,30,2002,Huntersville_NC,10999,North Carolina,34,2024,1,3,0,17,0,2024,0,0,4,80,587,246,587,413,587,579,587,0,0,4,101,114,170,188,113,109,111,137,114,125,91,118,172,159,122,157
646,Penix,Michael,2,9,742,104,335,216,5,8,2000,Cookeville_TN,17236,Washington,62,2024,1,8,0,2,0,2024,0,0,4,80,337,184,337,288,337,392,337,0,0,3,105,106,146,14,107,110,112,112,113,84,66,75,154,159,98,172
647,McCarthy,J.J.,16,9,744,90,315,219,1,20,2003,La Grange Park_IL,4860,Michigan,27,2024,1,10,0,16,0,2024,0,0,4,80,318,179,318,278,318,378,318,0,0,3,105,126,141,129,99,109,78,122,106,167,106,110,140,138,133,128
648,Nix,Bo,9,10,741,101,317,214,2,25,2000,Arkadelphia_AR,546,Oregon,41,2024,1,12,0,9,0,2024,0,0,4,80,259,164,259,249,259,333,259,0,0,2,111,139,114,118,120,113,105,87,119,165,114,118,110,130,115,160
649,Rattler,Spencer,18,18,722,97,310,211,9,28,2000,Phoenix_AZ,1056,South Carolina,47,2024,5,150,0,18,0,2024,0,0,4,80,8,96,8,108,8,119,8,0,0,1,92,109,123,130,92,94,70,125,97,103,112,110,130,84,120,119
650,Travis,Jordan,20,3,731,90,313,200,5,2,2000,West Palm Beach_FL,2980,Florida State,13,2024,5,171,0,20,0,2024,0,0,4,80,6,96,6,108,6,119,6,0,0,1,82,97,71,238,85,86,103,138,73,99,113,91,95,165,180,124
651,Milton,Joe,17,19,771,102,333,235,3,6,2000,Pahokee_FL,2880,Tennessee,51,2024,6,193,0,17,0,2024,0,0,4,80,5,96,5,108,5,119,5,0,0,0,84,78,213,158,86,93,70,80,98,91,56,71,209,124,108,115
652,Leary,Devin,3,13,732,94,907,215,9,10,1999,Sicklerville_NJ,12427,Kentucky,22,2024,6,218,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,97,155,62,77,95,91,110,61,97,74,76,150,113,102,74
653,Pratt,Michael,28,11,744,92,306,217,9,30,2001,Miami_FL,2830,Tulane,125,2024,7,245,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,91,56,220,71,95,75,117,68,120,85,86,77,113,113,146
654,Annexstad,Zack,0,-1,750,97,305,220,4,16,2000,Norseland_MN,9470,Illinois State,176,2024,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
655,Bauman,Casey,0,-1,780,100,337,227,5,18,2000,Bellingham_WA,19616,Augustana (SD),263,2024,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
656,Bean,Jason,12,3,736,91,316,196,6,9,1999,Mansfield_TX,18209,Kansas,20,2024,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
657,Bradley,Carter,21,14,751,93,321,213,3,9,2000,Fargo_ND,11381,South Alabama,115,2024,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,103,80,87,77,87,90,111,62,90,69,107,104,108,134,97
658,Bryant,Ben,0,-1,754,100,322,218,9,17,1999,La Grange_IL,4859,Northwestern,36,2024,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
659,Cordeiro,Chevan,0,-1,725,94,302,200,10,1,1999,Honolulu_HI,3529,San Jose State,114,2024,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
660,Hardison,Gavin,0,-1,737,100,313,206,5,15,2000,Hobbs_NM,12582,Texas - El Paso,120,2024,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
661,Hartman,Sam,30,15,731,96,313,211,7,29,1999,Charlotte_NC,10832,Notre Dame,37,2024,0,0,0,30,0,2024,0,0,4,80,0,96,0,108,0,119,0,0,0,0,-1,-1,-1,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
662,Jarrett,Peewee,0,-1,750,102,324,221,10,12,1999,Des Moines_IA,3727,West Florida,410,2024,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
663,Jones,Emory,0,-1,742,93,323,211,4,29,2000,LaGrange_GA,3248,Cincinnati,80,2024,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
664,Lombardi,Rocky,0,-1,755,91,311,223,7,30,1998,Ann Arbor_MI,8257,Northern Illinois,109,2024,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
665,Mordecai,Tanner,26,8,735,87,315,210,11,8,1999,Waco_TX,18603,Wisconsin,65,2024,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
666,Paddock,John,0,-1,712,95,293,193,3,27,2000,Bloomfield Hills_MI,8308,Illinois,16,2024,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
667,Peasley,Andrew,0,-1,736,92,321,216,1,6,2000,La Grande_OR,15281,Wyoming,130,2024,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
668,Plumlee,John Rhys,13,18,716,87,303,203,1,2,2001,Hattiesburg_MS,10352,Central Florida,77,2024,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
669,Plummer,Jack,5,16,763,94,325,215,10,21,1999,Dubuque_IA,3738,Louisville,24,2024,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
670,Reed,Austin,6,16,734,97,301,220,2,22,2000,Saint Augustine_FL,2923,Western Kentucky,128,2024,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
671,Slovis,Kedon,32,16,744,97,311,223,4,11,2001,Scottsdale_AZ,1090,Brigham Young,75,2024,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
672,Tagovailoa,Taulia,0,-1,706,95,306,185,2,15,2000,Ewa Beach_HI,3518,Maryland,25,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
673,Watson,Gunnar,0,-1,743,84,302,200,1,11,2000,Macon_GA,3277,Troy,124,2024,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
